replicate,condition,pre_primary,post_primary,improvement,pre_lines_cleared,post_lines_cleared,lines_improvement,pre_elo,post_elo,training_steps,diagnosed_weakness,pre_hole_avoidance,post_hole_avoidance,pre_stack_height_management,post_stack_height_management,pre_surface_smoothness,post_surface_smoothness,pre_line_clearing_efficiency,post_line_clearing_efficiency
35,control,25.666666666666668,27.666666666666668,2.0,0.0,0.0,0.0,1500.0,1476.1837385846818,40,,-37.22503202075512,-36.182341231831174,-13.257362032571201,-12.809559424983275,-19.855850477064063,-15.62465251170711,0.0,0.0
35,rating_only,25.666666666666668,27.833333333333332,2.1666666666666643,0.0,0.16666666666666666,0.16666666666666666,1500.0,1507.004377345366,40,,-37.22503202075512,-37.60108404792313,-13.257362032571201,-13.615347925739101,-19.855850477064063,-18.16515039396945,0.0,0.005376344086021505
35,rating_history,25.666666666666668,28.333333333333332,2.6666666666666643,0.0,0.16666666666666666,0.16666666666666666,1500.0,1516.8118840699522,40,hole_avoidance,-37.22503202075512,-38.97422155324454,-13.257362032571201,-13.083018609742748,-19.855850477064063,-16.706822051936996,0.0,0.005747126436781609
36,control,26.833333333333332,26.833333333333332,0.0,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1489.7316204839078,40,,-40.69012696703674,-38.03648080314747,-13.758442237553972,-12.993850902184235,-20.706079511021073,-18.30662732329399,0.01075268817204301,0.0
36,rating_only,26.833333333333332,26.833333333333332,0.0,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1489.9897403489408,40,,-40.69012696703674,-37.33867860534527,-13.758442237553972,-12.931427214760548,-20.706079511021073,-16.999698141364807,0.01075268817204301,0.0
36,rating_history,26.833333333333332,26.833333333333332,0.0,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,1520.2786391671514,40,hole_avoidance,-40.69012696703674,-36.50534527201194,-13.758442237553972,-12.889760548093882,-20.706079511021073,-18.07112671279338,0.01075268817204301,0.005952380952380952
37,control,26.833333333333332,28.166666666666668,1.3333333333333357,0.0,0.3333333333333333,0.3333333333333333,1500.0,1543.8932721262292,40,,-39.31307879009028,-36.750890920968786,-13.61363705472901,-13.372413030672208,-19.665816622713177,-19.828854531329505,0.0,0.010426849136526556
37,rating_only,26.833333333333332,26.0,-0.8333333333333321,0.0,0.0,0.0,1500.0,1477.7590109737548,40,,-39.31307879009028,-39.0590027605245,-13.61363705472901,-13.565055210489993,-19.665816622713177,-21.016801242236024,0.0,0.0
37,rating_history,26.833333333333332,27.333333333333332,0.5,0.0,0.0,0.0,1500.0,1478.347716900016,40,hole_avoidance,-39.31307879009028,-39.30965560230637,-13.61363705472901,-13.90203677731027,-19.665816622713177,-20.386911329281595,0.0,0.0
38,control,26.333333333333332,27.166666666666668,0.8333333333333357,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,,-36.65784419298288,-37.04384375921014,-12.932230478676006,-13.826523111307594,-18.82501275817118,-20.241172020827193,0.006172839506172839,0.0
38,rating_only,26.333333333333332,27.166666666666668,0.8333333333333357,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,,-36.65784419298288,-37.00444739168877,-12.932230478676006,-13.980529521564005,-18.82501275817118,-21.012539542194716,0.006172839506172839,0.0
38,rating_history,26.333333333333332,27.333333333333332,1.0,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,hole_avoidance,-36.65784419298288,-37.38919540229885,-12.932230478676006,-13.863780332056194,-18.82501275817118,-21.851902937420178,0.006172839506172839,0.0
39,control,28.833333333333332,27.666666666666668,-1.1666666666666643,0.16666666666666666,0.3333333333333333,0.16666666666666666,1500.0,1497.979970127292,40,,-37.356911045943306,-39.14687334802277,-13.248326816552623,-13.914739847211113,-19.825262300423592,-19.39161567466165,0.005050505050505051,0.011699507389162561
39,rating_only,28.833333333333332,27.5,-1.3333333333333321,0.16666666666666666,0.5,0.33333333333333337,1500.0,1477.7340492325093,40,,-37.356911045943306,-38.35972764889432,-13.248326816552623,-13.447886989553655,-19.825262300423592,-20.55604124270791,0.005050505050505051,0.014285714285714285
39,rating_history,28.833333333333332,28.5,-0.33333333333333215,0.16666666666666666,0.6666666666666666,0.5,1500.0,1524.2859806401987,40,hole_avoidance,-37.356911045943306,-39.339082487603996,-13.248326816552623,-13.644661183102043,-19.825262300423592,-19.622277801847694,0.005050505050505051,0.01966205837173579
40,control,28.5,29.5,1.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,1488.0930006490428,40,,-34.9162535202253,-33.867118606701936,-13.486203917050691,-12.902243165784832,-18.745342101894522,-17.572938712522046,0.0,0.005555555555555556
40,rating_only,28.5,29.5,1.0,0.0,0.16666666666666666,0.16666666666666666,1500.0,1488.476205319311,40,,-34.9162535202253,-33.81711860670194,-13.486203917050691,-12.902243165784832,-18.745342101894522,-17.7784942680776,0.0,0.005555555555555556
40,rating_history,28.5,27.5,-1.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,1523.4307940316462,40,hole_avoidance,-34.9162535202253,-36.43623910970782,-13.486203917050691,-13.607578631958983,-18.745342101894522,-21.658491625922828,0.0,0.01093189964157706
41,control,26.166666666666668,25.833333333333332,-0.3333333333333357,0.0,0.0,0.0,1500.0,1500.0,40,,-44.58770146520146,-42.49406222279259,-14.019642857142857,-13.32095424236985,-18.344236874236874,-19.87966664922792,0.0,0.0
41,rating_only,26.166666666666668,25.833333333333332,-0.3333333333333357,0.0,0.0,0.0,1500.0,1500.0,40,,-44.58770146520146,-43.391829817691885,-14.019642857142857,-13.54888109974317,-18.344236874236874,-19.447476948339016,0.0,0.0
41,rating_history,26.166666666666668,25.833333333333332,-0.3333333333333357,0.0,0.0,0.0,1500.0,1500.0,40,hole_avoidance,-44.58770146520146,-43.391829817691885,-14.019642857142857,-13.54888109974317,-18.344236874236874,-19.447476948339016,0.0,0.0
42,control,25.833333333333332,27.5,1.6666666666666679,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,1496.8546596702452,40,,-37.41800072186129,-35.244535581901175,-13.070139930034983,-12.729065737130254,-20.110214337275806,-17.852700863453553,0.011904761904761904,0.005376344086021505
42,rating_only,25.833333333333332,27.833333333333332,2.0,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,1501.626142499868,40,,-37.41800072186129,-35.28800803388169,-13.070139930034983,-12.56981822289618,-20.110214337275806,-16.66128712511105,0.011904761904761904,0.005208333333333333
42,rating_history,25.833333333333332,27.833333333333332,2.0,0.3333333333333333,0.16666666666666666,-0.16666666666666666,1500.0,1501.519197829887,40,hole_avoidance,-37.41800072186129,-35.28800803388169,-13.070139930034983,-12.56981822289618,-20.110214337275806,-16.66128712511105,0.011904761904761904,0.005208333333333333
43,control,25.333333333333332,28.0,2.666666666666668,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,,-37.550778554175295,-37.24664764162354,-12.694013112491374,-13.190833541964428,-19.724454365079364,-16.930260699077902,0.005208333333333333,0.0
43,rating_only,25.333333333333332,28.5,3.166666666666668,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,,-37.550778554175295,-36.903944032199966,-12.694013112491374,-13.116981452035446,-19.724454365079364,-16.806236676659832,0.005208333333333333,0.0
43,rating_history,25.333333333333332,26.666666666666668,1.3333333333333357,0.16666666666666666,0.0,-0.16666666666666666,1500.0,1500.0,40,hole_avoidance,-37.550778554175295,-39.4206286407061,-12.694013112491374,-13.366046753790382,-19.724454365079364,-19.030530166337265,0.005208333333333333,0.0
44,control,25.833333333333332,28.666666666666668,2.8333333333333357,0.0,0.0,0.0,1500.0,1468.736306793522,40,,-42.341671578740545,-34.08812698925787,-13.404902249729837,-13.260614146561496,-19.5607623538658,-19.733678763044725,0.0,0.0
44,rating_only,25.833333333333332,28.666666666666668,2.8333333333333357,0.0,0.16666666666666666,0.16666666666666666,1500.0,1515.9660918698307,40,,-42.341671578740545,-37.951627707356295,-13.404902249729837,-14.219693330399672,-19.5607623538658,-21.08061575675591,0.0,0.005376344086021505
44,rating_history,25.833333333333332,28.666666666666668,2.8333333333333357,0.0,0.16666666666666666,0.16666666666666666,1500.0,1515.2976013366472,40,hole_avoidance,-42.341671578740545,-37.951627707356295,-13.404902249729837,-14.219693330399672,-19.5607623538658,-21.08061575675591,0.0,0.005376344086021505
45,control,27.333333333333332,28.166666666666668,0.8333333333333357,0.16666666666666666,0.3333333333333333,0.16666666666666666,1500.0,1516.0,40,,-42.05291111825594,-39.43067528264043,-13.570722759573334,-14.08270527073827,-16.122568917885012,-21.3137158043072,0.005050505050505051,0.011123470522803115
45,rating_only,27.333333333333332,28.166666666666668,0.8333333333333357,0.16666666666666666,0.3333333333333333,0.16666666666666666,1500.0,1515.263693206478,40,,-42.05291111825594,-42.44553153317521,-13.570722759573334,-14.289424071033267,-16.122568917885012,-20.835013379553608,0.005050505050505051,0.011699507389162561
45,rating_history,27.333333333333332,25.5,-1.8333333333333321,0.16666666666666666,0.16666666666666666,0.0,1500.0,1468.736306793522,40,hole_avoidance,-42.05291111825594,-38.68662076053459,-13.570722759573334,-13.329126823687774,-16.122568917885012,-20.103706861526007,0.005050505050505051,0.005952380952380952
46,control,27.833333333333332,27.0,-0.8333333333333321,0.0,0.0,0.0,1500.0,1476.674494046387,40,,-34.49900378237234,-35.76613146113146,-13.44396668451915,-13.608628408628409,-20.78539966021427,-23.99495115995116,0.0,0.0
46,rating_only,27.833333333333332,27.0,-0.8333333333333321,0.0,0.3333333333333333,0.3333333333333333,1500.0,1547.4129940837179,40,,-34.49900378237234,-35.13241079907746,-13.44396668451915,-13.515708859042192,-20.78539966021427,-23.75086555419889,0.0,0.011904761904761904
46,rating_history,27.833333333333332,27.0,-0.8333333333333321,0.0,0.0,0.0,1500.0,1475.912511869895,40,hole_avoidance,-34.49900378237234,-35.76613146113146,-13.44396668451915,-13.608628408628409,-20.78539966021427,-23.99495115995116,0.0,0.0
47,control,27.833333333333332,29.833333333333332,2.0,0.3333333333333333,0.5,0.16666666666666669,1500.0,1537.745708048395,40,,-43.358727556972134,-35.166261805055726,-13.923375587072055,-14.137096865071575,-19.772276021315232,-19.950441031065743,0.010416666666666666,0.015180265654648957
47,rating_only,27.833333333333332,27.333333333333332,-0.5,0.3333333333333333,0.0,-0.3333333333333333,1500.0,1460.5126016161903,40,,-43.358727556972134,-36.59186877737953,-13.923375587072055,-13.642193349263241,-19.772276021315232,-21.499081292313818,0.010416666666666666,0.0
47,rating_history,27.833333333333332,28.0,0.16666666666666785,0.3333333333333333,0.3333333333333333,0.0,1500.0,1501.7416903354147,40,hole_avoidance,-43.358727556972134,-38.838789682539684,-13.923375587072055,-13.291170634920634,-19.772276021315232,-18.155257936507937,0.010416666666666666,0.010416666666666666
48,control,26.5,28.0,1.5,0.0,0.6666666666666666,0.6666666666666666,1500.0,1538.0347387739505,40,,-33.00417624521073,-38.19467672217672,-13.217547892720306,-13.19214849319016,-20.59486590038314,-19.978403156944825,0.0,0.018721846846846846
48,rating_only,26.5,25.166666666666668,-1.3333333333333321,0.0,0.0,0.0,1500.0,1480.788084115733,40,,-33.00417624521073,-41.77157052823719,-13.217547892720306,-13.338150121483455,-20.59486590038314,-19.03020794020794,0.0,0.0
48,rating_history,26.5,27.666666666666668,1.1666666666666679,0.0,0.0,0.0,1500.0,1481.1771771103165,40,hole_avoidance,-33.00417624521073,-32.636228182205194,-13.217547892720306,-12.548744146445296,-20.59486590038314,-17.75180928054491,0.0,0.0
49,control,28.333333333333332,28.333333333333332,0.0,0.0,0.3333333333333333,0.3333333333333333,1500.0,1494.0181186979057,40,,-38.466271961063626,-40.0566706473603,-14.1979925826364,-13.476659968384107,-19.543883068345433,-21.535011731563458,0.0,0.01079763148728666
49,rating_only,28.333333333333332,27.666666666666668,-0.6666666666666643,0.0,0.3333333333333333,0.3333333333333333,1500.0,1498.6650385156836,40,,-38.466271961063626,-40.91751014417681,-14.1979925826364,-13.713050903970444,-19.543883068345433,-20.797663549732516,0.0,0.01079763148728666
49,rating_history,28.333333333333332,27.166666666666668,-1.1666666666666643,0.0,0.3333333333333333,0.3333333333333333,1500.0,1507.3168427864107,40,hole_avoidance,-38.466271961063626,-38.759835703512174,-14.1979925826364,-13.439314982403218,-19.543883068345433,-21.32745169862817,0.0,0.00980392156862745
